transaction_id,user_id,transaction_time,date,hour,dayofweek,amount,merchant_category,channel,device_type,location,is_new_device,is_foreign_ip,retry_count,merchant_risk,risk_score,status,is_fraud
T002001,U0264,2026-05-19 16:43:00,2026-05-19,16,1,93700,온라인쇼핑,계좌이체,ATM,부산,1,0,1,0.228,26.0,승인,0
T002002,U0200,2026-04-19 22:06:00,2026-04-19,22,6,30000,교통,간편결제,Web,경기,0,0,1,0.348,23.5,승인,0
T002003,U0100,2026-01-22 06:35:00,2026-01-22,6,3,117600,교통,체크카드,ATM,광주,0,0,0,0.233,10.7,승인,0
T002004,U0064,2026-05-05 10:45:00,2026-05-05,10,1,237600,투자,신용카드,Android,경기,0,0,0,0.339,18.1,승인,0
T002005,U0217,2026-03-10 14:53:00,2026-03-10,14,1,93900,교육,해외결제,Web,대전,0,0,0,0.178,17.5,승인,0
T002006,U0094,2026-05-02 03:28:00,2026-05-02,3,5,175400,해외결제,해외결제,iOS,해외,0,1,0,0.398,63.3,승인,0
T002007,U0390,2026-03-16 06:16:00,2026-03-16,6,0,340800,송금,계좌이체,Web,경기,1,0,2,0.108,28.0,추가인증,0
T002008,U0058,2026-02-20 12:51:00,2026-02-20,12,4,61200,편의점,계좌이체,iOS,부산,0,0,0,0.149,7.0,승인,0
T002009,U0086,2026-03-25 17:38:00,2026-03-25,17,2,473400,해외결제,계좌이체,Android,해외,0,1,0,0.377,42.1,승인,0
T002010,U0396,2026-02-20 21:10:00,2026-02-20,21,4,146900,투자,신용카드,Web,대전,0,0,0,0.077,5.2,승인,0
T002011,U0181,2026-04-03 10:34:00,2026-04-03,10,4,51800,해외결제,계좌이체,iOS,해외,0,1,0,0.329,39.8,추가인증,0
T002012,U0246,2026-02-14 06:02:00,2026-02-14,6,5,91600,병원,계좌이체,Web,서울,0,0,1,0.517,29.9,승인,0
T002013,U0253,2026-04-11 05:02:00,2026-04-11,5,5,168400,투자,신용카드,iOS,경기,0,0,0,0.229,25.4,추가인증,0
T002014,U0017,2026-05-19 08:42:00,2026-05-19,8,1,406300,카페,간편결제,ATM,광주,0,0,0,0.389,18.2,승인,0
T002015,U0230,2026-05-05 14:16:00,2026-05-05,14,1,108200,온라인쇼핑,체크카드,Android,해외,0,0,0,0.654,32.5,승인,0
T002016,U0086,2026-03-10 04:53:00,2026-03-10,4,1,59900,구독,체크카드,Android,해외,0,0,0,0.05,26.5,보류,0
T002017,U0154,2026-05-06 05:42:00,2026-05-06,5,2,93600,편의점,간편결제,Web,광주,0,0,0,0.188,28.8,승인,0
T002018,U0293,2026-03-09 17:50:00,2026-03-09,17,0,813900,투자,간편결제,iOS,서울,0,0,5,0.623,48.7,승인,0
T002019,U0349,2026-03-03 18:11:00,2026-03-03,18,1,99600,온라인쇼핑,체크카드,ATM,광주,0,0,0,0.095,7.1,승인,0
T002020,U0374,2026-03-12 02:09:00,2026-03-12,2,3,136400,교육,신용카드,Android,부산,0,0,1,0.07,23.9,추가인증,0
T002021,U0347,2026-04-19 21:55:00,2026-04-19,21,6,30300,병원,체크카드,ATM,대구,0,0,0,0.349,23.5,추가인증,0
T002022,U0096,2026-03-31 17:38:00,2026-03-31,17,1,53200,교통,계좌이체,ATM,부산,0,0,1,0.295,12.5,승인,0
T002023,U0346,2026-02-25 19:23:00,2026-02-25,19,2,30400,온라인쇼핑,신용카드,Web,대전,1,0,0,0.191,34.5,승인,0
T002024,U0289,2026-03-23 18:39:00,2026-03-23,18,0,73800,온라인쇼핑,신용카드,iOS,대구,0,0,0,0.161,13.8,승인,0
T002025,U0030,2026-04-23 22:40:00,2026-04-23,22,3,407000,교육,체크카드,iOS,부산,0,0,0,0.1,7.2,승인,0
T002026,U0339,2026-03-02 19:30:00,2026-03-02,19,0,165000,온라인쇼핑,해외결제,iOS,대구,0,0,1,0.149,7.3,승인,0
T002027,U0142,2026-03-29 10:08:00,2026-03-29,10,6,30100,편의점,간편결제,Android,대구,0,0,0,0.286,13.1,거절,0
T002028,U0146,2026-05-13 18:06:00,2026-05-13,18,2,150100,구독,신용카드,iOS,경기,0,0,0,0.314,22.9,승인,0
T002029,U0105,2026-04-14 16:13:00,2026-04-14,16,1,101500,온라인쇼핑,간편결제,Web,경기,0,0,0,0.079,7.8,승인,0
T002030,U0110,2026-02-04 18:26:00,2026-02-04,18,2,151900,병원,해외결제,iOS,부산,0,0,0,0.167,8.3,보류,0
T002031,U0043,2026-02-16 10:59:00,2026-02-16,10,0,843200,대출상환,간편결제,Web,해외,0,0,0,0.217,17.8,승인,0
T002032,U0138,2026-05-21 08:38:00,2026-05-21,8,3,68700,병원,간편결제,ATM,광주,0,0,0,0.124,4.4,추가인증,0
T002033,U0357,2026-04-23 12:29:00,2026-04-23,12,3,66900,카페,간편결제,ATM,대구,0,0,1,0.097,13.6,승인,0
T002034,U0074,2026-02-13 19:33:00,2026-02-13,19,4,60500,병원,해외결제,ATM,광주,0,0,0,0.058,5.5,승인,0
T002035,U0103,2026-03-26 13:27:00,2026-03-26,13,3,1905000,투자,간편결제,iOS,부산,0,0,1,0.131,34.6,승인,0
T002036,U0311,2026-02-11 00:28:00,2026-02-11,0,2,54100,교통,해외결제,iOS,해외,0,1,0,0.381,54.8,승인,0
T002037,U0192,2026-02-26 16:42:00,2026-02-26,16,3,87300,온라인쇼핑,신용카드,iOS,서울,0,0,0,0.032,10.3,거절,0
T002038,U0113,2026-03-21 19:33:00,2026-03-21,19,5,106500,온라인쇼핑,해외결제,iOS,대전,0,0,1,0.184,6.9,승인,0
T002039,U0384,2026-01-06 19:37:00,2026-01-06,19,1,220900,송금,계좌이체,Android,경기,1,0,0,0.365,36.8,승인,0
T002040,U0335,2026-03-06 11:17:00,2026-03-06,11,4,190100,교통,간편결제,Android,경기,0,0,1,0.291,13.1,승인,0
T002041,U0161,2026-03-31 10:04:00,2026-03-31,10,1,105600,해외결제,계좌이체,ATM,해외,0,1,0,0.332,44.1,승인,0
T002042,U0250,2026-05-14 21:30:00,2026-05-14,21,3,69300,온라인쇼핑,간편결제,Android,해외,0,0,0,0.114,9.2,승인,0
T002043,U0323,2026-02-19 17:37:00,2026-02-19,17,3,72600,대출상환,신용카드,iOS,대구,0,0,0,0.296,18.9,추가인증,0
T002044,U0362,2026-03-05 18:42:00,2026-03-05,18,3,66300,구독,계좌이체,Web,경기,0,0,0,0.126,5.4,승인,0
T002045,U0210,2026-02-09 17:59:00,2026-02-09,17,0,1395200,송금,신용카드,ATM,해외,0,0,0,0.292,10.6,승인,0
T002046,U0031,2026-04-16 13:45:00,2026-04-16,13,3,38900,편의점,체크카드,ATM,대구,1,0,0,0.101,28.1,승인,0
T002047,U0081,2026-05-09 08:11:00,2026-05-09,8,5,44400,온라인쇼핑,간편결제,ATM,경기,1,0,4,0.023,43.3,승인,0
T002048,U0165,2026-01-17 13:40:00,2026-01-17,13,5,39400,편의점,간편결제,Web,서울,0,0,0,0.279,10.8,승인,0
T002049,U0059,2026-04-12 04:33:00,2026-04-12,4,6,68700,교육,해외결제,iOS,경기,0,0,0,0.211,26.1,승인,0
T002050,U0202,2026-03-17 08:33:00,2026-03-17,8,1,159800,해외결제,해외결제,ATM,해외,0,1,0,0.464,43.3,승인,0
T002051,U0347,2026-05-18 14:19:00,2026-05-18,14,0,128100,카페,해외결제,Android,대전,0,0,0,0.314,11.0,승인,0
T002052,U0124,2026-03-11 08:46:00,2026-03-11,8,2,50000,해외결제,간편결제,ATM,해외,0,1,2,0.239,36.3,추가인증,0
T002053,U0271,2026-04-06 06:10:00,2026-04-06,6,0,253700,교육,체크카드,Web,대전,0,0,0,0.586,29.5,승인,0
T002054,U0058,2026-02-23 04:04:00,2026-02-23,4,0,256100,해외결제,체크카드,Web,해외,1,1,1,0.532,80.3,승인,1
T002055,U0206,2026-03-25 20:02:00,2026-03-25,20,2,63800,해외결제,체크카드,Web,해외,0,1,0,0.414,43.4,승인,0
T002056,U0070,2026-01-12 09:54:00,2026-01-12,9,0,270200,투자,해외결제,Web,광주,0,0,0,0.14,15.7,승인,0
T002057,U0375,2026-03-24 10:30:00,2026-03-24,10,1,85700,온라인쇼핑,계좌이체,Android,부산,0,0,0,0.321,16.8,승인,0
T002058,U0391,2026-01-29 15:28:00,2026-01-29,15,3,62200,구독,간편결제,iOS,대전,0,0,0,0.441,22.0,승인,0
T002059,U0206,2026-03-11 12:16:00,2026-03-11,12,2,26200,교통,간편결제,ATM,대전,1,0,0,0.105,24.5,승인,0
T002060,U0172,2026-01-07 16:21:00,2026-01-07,16,2,118300,병원,체크카드,iOS,대구,0,0,2,0.429,23.0,승인,0
T002061,U0066,2026-01-22 16:59:00,2026-01-22,16,3,67800,편의점,계좌이체,Android,대구,0,0,0,0.167,8.9,승인,0
T002062,U0340,2026-04-04 19:14:00,2026-04-04,19,5,73600,편의점,해외결제,Android,해외,0,1,0,0.247,43.9,승인,0
T002063,U0197,2026-04-25 14:33:00,2026-04-25,14,5,144300,대출상환,해외결제,Android,서울,0,0,0,0.225,18.6,승인,0
T002064,U0176,2026-03-17 12:59:00,2026-03-17,12,1,38400,편의점,간편결제,Android,부산,0,0,0,0.282,12.4,보류,0
T002065,U0108,2026-04-09 11:46:00,2026-04-09,11,3,125800,온라인쇼핑,간편결제,ATM,대구,0,0,0,0.437,25.1,거절,0
T002066,U0339,2026-02-13 17:25:00,2026-02-13,17,4,490900,대출상환,해외결제,Android,경기,0,0,2,0.152,8.2,승인,0
T002067,U0017,2026-01-09 14:43:00,2026-01-09,14,4,167800,대출상환,해외결제,iOS,대구,0,0,0,0.106,9.7,추가인증,0
T002068,U0102,2026-03-14 11:48:00,2026-03-14,11,5,1463400,송금,계좌이체,iOS,부산,1,0,1,0.136,33.4,승인,0
T002069,U0069,2026-04-04 01:36:00,2026-04-04,1,5,87400,병원,체크카드,ATM,부산,0,0,0,0.367,38.5,승인,0
T002070,U0247,2026-05-02 13:25:00,2026-05-02,13,5,143400,구독,신용카드,iOS,대전,0,0,0,0.167,16.4,승인,0
T002071,U0030,2026-05-23 17:42:00,2026-05-23,17,5,107700,병원,간편결제,Web,광주,0,0,0,0.229,8.9,승인,0
T002072,U0115,2026-05-08 12:00:00,2026-05-08,12,4,156100,병원,해외결제,iOS,대전,0,0,3,0.296,38.4,승인,0
T002073,U0204,2026-04-17 16:25:00,2026-04-17,16,4,176900,대출상환,체크카드,Android,해외,0,0,0,0.388,23.4,승인,0
T002074,U0254,2026-01-25 05:08:00,2026-01-25,5,6,1335800,투자,계좌이체,iOS,대구,0,0,0,0.149,23.3,승인,0
T002075,U0295,2026-02-20 18:07:00,2026-02-20,18,4,60200,카페,신용카드,Android,부산,0,0,0,0.083,10.4,승인,0
T002076,U0273,2026-05-12 15:36:00,2026-05-12,15,1,622600,투자,신용카드,Web,대전,0,0,0,0.381,19.8,승인,0
T002077,U0092,2026-05-04 22:54:00,2026-05-04,22,0,418200,온라인쇼핑,계좌이체,Web,대구,1,0,1,0.084,25.3,승인,0
T002078,U0260,2026-01-26 02:17:00,2026-01-26,2,0,584600,대출상환,계좌이체,ATM,해외,0,0,0,0.113,27.2,승인,0
T002079,U0040,2026-02-24 12:45:00,2026-02-24,12,1,1464300,송금,계좌이체,Web,대구,1,0,0,0.336,33.4,승인,0
T002080,U0300,2026-05-15 09:34:00,2026-05-15,9,4,110100,카페,계좌이체,Android,부산,0,0,0,0.446,22.4,거절,0
T002081,U0166,2026-03-14 08:07:00,2026-03-14,8,5,244600,대출상환,해외결제,Android,대전,0,0,0,0.28,11.8,승인,0
T002082,U0210,2026-04-24 10:29:00,2026-04-24,10,4,43100,편의점,해외결제,ATM,대전,0,0,0,0.578,21.8,승인,0
T002083,U0150,2026-02-09 08:10:00,2026-02-09,8,0,128500,카페,계좌이체,Android,광주,1,0,0,0.046,21.8,승인,0
T002084,U0096,2026-05-17 07:07:00,2026-05-17,7,6,148800,해외결제,신용카드,iOS,해외,1,1,0,0.327,53.8,추가인증,0
T002085,U0076,2026-05-25 11:38:00,2026-05-25,11,0,90000,온라인쇼핑,해외결제,Web,경기,0,0,0,0.072,13.6,승인,0
T002086,U0245,2026-05-10 17:35:00,2026-05-10,17,6,29400,병원,간편결제,Android,대전,0,0,0,0.166,6.6,거절,0
T002087,U0323,2026-03-23 11:15:00,2026-03-23,11,0,299100,해외결제,해외결제,ATM,해외,0,1,0,0.536,54.1,승인,0
T002088,U0030,2026-04-25 17:07:00,2026-04-25,17,5,116200,투자,신용카드,iOS,광주,1,0,0,0.235,25.4,승인,0
T002089,U0181,2026-05-07 07:05:00,2026-05-07,7,3,204100,온라인쇼핑,해외결제,Web,경기,0,0,3,0.172,34.0,승인,0
T002090,U0078,2026-04-22 20:18:00,2026-04-22,20,2,68300,교육,간편결제,iOS,대구,0,0,0,0.284,12.9,승인,0
T002091,U0288,2026-04-17 15:12:00,2026-04-17,15,4,98200,구독,신용카드,iOS,해외,0,0,0,0.04,3.5,승인,0
T002092,U0136,2026-04-15 19:19:00,2026-04-15,19,2,388700,투자,계좌이체,Web,대전,0,0,0,0.108,11.6,승인,0
T002093,U0064,2026-04-29 20:32:00,2026-04-29,20,2,666000,송금,계좌이체,Android,부산,0,0,0,0.119,12.3,승인,0
T002094,U0156,2026-04-19 19:38:00,2026-04-19,19,6,69100,교통,계좌이체,iOS,해외,0,0,2,0.17,8.8,승인,0
T002095,U0222,2026-04-12 08:34:00,2026-04-12,8,6,21100,교통,해외결제,iOS,해외,0,0,0,0.437,15.8,승인,0
T002096,U0347,2026-02-14 17:23:00,2026-02-14,17,5,94200,편의점,해외결제,Web,부산,0,0,0,0.334,11.9,승인,0
T002097,U0056,2026-01-12 01:51:00,2026-01-12,1,0,223900,투자,신용카드,Android,대구,0,0,0,0.058,22.7,승인,0
T002098,U0313,2026-02-01 18:38:00,2026-02-01,18,6,58300,교육,신용카드,ATM,대구,0,0,0,0.086,4.6,승인,0
T002099,U0145,2026-02-24 14:30:00,2026-02-24,14,1,71000,온라인쇼핑,신용카드,ATM,해외,0,1,0,0.06,29.7,승인,0
T002100,U0190,2026-02-20 20:17:00,2026-02-20,20,4,68400,구독,계좌이체,Web,해외,0,0,0,0.088,11.5,승인,0
T002101,U0313,2026-03-07 07:45:00,2026-03-07,7,5,51100,구독,해외결제,Android,경기,1,0,0,0.414,33.1,승인,0
T002102,U0268,2026-05-23 10:22:00,2026-05-23,10,5,58100,카페,신용카드,Android,대전,1,0,0,0.136,27.4,승인,0
T002103,U0293,2026-03-12 06:00:00,2026-03-12,6,3,195700,카페,계좌이체,Android,부산,0,0,0,0.436,26.1,추가인증,0
T002104,U0272,2026-01-26 13:50:00,2026-01-26,13,0,389300,송금,해외결제,iOS,부산,0,0,0,0.234,9.6,승인,0
T002105,U0174,2026-03-14 20:04:00,2026-03-14,20,5,244500,송금,간편결제,iOS,대전,0,0,0,0.677,25.0,승인,0
T002106,U0204,2026-01-27 13:36:00,2026-01-27,13,1,136100,송금,해외결제,Web,경기,0,0,0,0.318,19.8,승인,0
T002107,U0170,2026-03-17 17:09:00,2026-03-17,17,1,698300,구독,해외결제,ATM,경기,0,0,0,0.196,18.6,승인,0
T002108,U0070,2026-01-18 13:31:00,2026-01-18,13,6,624700,대출상환,간편결제,Web,부산,0,0,0,0.074,8.0,승인,0
T002109,U0391,2026-02-04 09:57:00,2026-02-04,9,2,881800,대출상환,해외결제,ATM,대전,0,0,0,0.041,3.4,승인,0
T002110,U0211,2026-04-03 18:48:00,2026-04-03,18,4,80300,병원,신용카드,ATM,대전,0,0,5,0.336,38.7,승인,0
T002111,U0063,2026-01-16 20:56:00,2026-01-16,20,4,28600,교육,신용카드,iOS,부산,0,0,0,0.244,15.8,승인,0
T002112,U0069,2026-05-05 13:07:00,2026-05-05,13,1,16100,교육,체크카드,Android,대구,0,0,3,0.465,37.3,승인,0
T002113,U0180,2026-04-10 13:26:00,2026-04-10,13,4,266000,해외결제,체크카드,Web,해외,0,1,0,0.534,43.9,승인,0
T002114,U0172,2026-01-24 18:21:00,2026-01-24,18,5,97000,구독,간편결제,iOS,대구,0,0,0,0.348,20.5,승인,0
T002115,U0142,2026-01-14 01:14:00,2026-01-14,1,2,145100,병원,계좌이체,Android,경기,1,0,0,0.062,33.5,추가인증,0
T002116,U0166,2026-04-16 17:24:00,2026-04-16,17,3,246200,송금,체크카드,ATM,경기,0,0,0,0.131,8.4,승인,0
T002117,U0380,2026-05-02 15:31:00,2026-05-02,15,5,394500,구독,간편결제,Android,부산,0,0,0,0.073,11.4,승인,0
T002118,U0377,2026-03-30 04:35:00,2026-03-30,4,0,33600,병원,신용카드,ATM,경기,0,0,0,0.258,33.5,승인,0
T002119,U0289,2026-03-18 15:03:00,2026-03-18,15,2,333200,해외결제,간편결제,Web,해외,0,1,3,0.307,55.6,보류,0
T002120,U0171,2026-04-19 08:09:00,2026-04-19,8,6,93600,교통,계좌이체,ATM,대전,0,0,0,0.173,16.6,승인,0
T002121,U0323,2026-05-21 15:15:00,2026-05-21,15,3,493200,투자,체크카드,ATM,경기,0,0,1,0.243,17.7,승인,0
T002122,U0350,2026-03-19 12:39:00,2026-03-19,12,3,150100,교육,해외결제,Android,경기,0,0,1,0.277,9.9,승인,0
T002123,U0400,2026-01-16 20:22:00,2026-01-16,20,4,39300,교육,체크카드,ATM,대구,0,0,0,0.102,5.3,추가인증,0
T002124,U0364,2026-01-19 22:47:00,2026-01-19,22,0,123000,온라인쇼핑,신용카드,ATM,대구,0,0,0,0.423,15.4,승인,0
T002125,U0171,2026-05-07 13:08:00,2026-05-07,13,3,25100,편의점,신용카드,iOS,부산,0,0,0,0.585,21.4,승인,0
T002126,U0172,2026-05-13 14:41:00,2026-05-13,14,2,92500,송금,계좌이체,Android,부산,1,0,0,0.381,32.5,승인,0
T002127,U0164,2026-03-02 17:36:00,2026-03-02,17,0,79700,카페,계좌이체,ATM,경기,0,0,0,0.43,18.7,승인,0
T002128,U0225,2026-03-30 03:19:00,2026-03-30,3,0,41900,교육,해외결제,iOS,부산,0,0,0,0.513,34.8,승인,0
T002129,U0056,2026-05-30 15:30:00,2026-05-30,15,5,289100,송금,간편결제,Android,광주,1,0,0,0.195,29.8,승인,0
T002130,U0117,2026-05-24 09:26:00,2026-05-24,9,6,35300,편의점,계좌이체,Web,대전,0,0,0,0.279,15.0,승인,0
T002131,U0312,2026-04-02 15:57:00,2026-04-02,15,3,490600,송금,계좌이체,Web,서울,0,0,0,0.192,9.0,승인,0
T002132,U0157,2026-03-02 18:22:00,2026-03-02,18,0,59900,편의점,체크카드,Android,광주,0,0,0,0.072,14.2,승인,0
T002133,U0277,2026-03-18 12:57:00,2026-03-18,12,2,125300,교통,계좌이체,Web,부산,0,0,0,0.173,12.9,추가인증,0
T002134,U0015,2026-03-06 19:14:00,2026-03-06,19,4,200100,교통,간편결제,iOS,서울,1,0,0,0.209,29.2,승인,0
T002135,U0242,2026-04-22 10:10:00,2026-04-22,10,2,1705200,송금,간편결제,ATM,광주,0,0,0,0.064,26.5,승인,0
T002136,U0221,2026-01-09 00:06:00,2026-01-09,0,4,51100,온라인쇼핑,계좌이체,iOS,부산,0,0,0,0.303,35.1,승인,0
T002137,U0250,2026-05-23 05:48:00,2026-05-23,5,5,50300,교통,간편결제,ATM,광주,0,0,0,0.256,32.9,승인,0
T002138,U0088,2026-04-08 10:46:00,2026-04-08,10,2,46200,온라인쇼핑,신용카드,Web,서울,0,0,0,0.149,14.5,승인,0
T002139,U0389,2026-04-11 09:20:00,2026-04-11,9,5,269100,온라인쇼핑,신용카드,Android,대구,0,0,0,0.215,10.2,승인,0
T002140,U0195,2026-01-14 09:16:00,2026-01-14,9,2,318500,대출상환,간편결제,ATM,부산,0,0,1,0.238,19.7,승인,0
T002141,U0189,2026-05-21 10:44:00,2026-05-21,10,3,121500,해외결제,계좌이체,Android,해외,0,1,0,0.719,56.0,승인,0
T002142,U0125,2026-02-01 10:10:00,2026-02-01,10,6,82100,교통,계좌이체,Android,대전,0,0,0,0.081,14.5,보류,0
T002143,U0137,2026-04-02 02:54:00,2026-04-02,2,3,186800,카페,간편결제,Web,대구,0,0,0,0.238,25.7,승인,0
T002144,U0248,2026-01-02 16:59:00,2026-01-02,16,4,105500,편의점,신용카드,Web,광주,0,0,4,0.041,22.7,승인,0
T002145,U0348,2026-02-23 09:02:00,2026-02-23,9,0,235500,송금,계좌이체,ATM,경기,0,0,0,0.127,15.9,보류,0
T002146,U0013,2026-02-26 17:51:00,2026-02-26,17,3,87500,해외결제,신용카드,iOS,해외,0,1,0,0.296,44.8,승인,0
T002147,U0267,2026-03-10 13:54:00,2026-03-10,13,1,10600,카페,해외결제,iOS,경기,0,0,0,0.37,13.0,승인,0
T002148,U0165,2026-01-08 10:25:00,2026-01-08,10,3,88200,송금,계좌이체,iOS,해외,0,0,4,0.339,39.9,추가인증,0
T002149,U0203,2026-04-12 08:46:00,2026-04-12,8,6,3103700,투자,체크카드,Android,서울,0,0,0,0.27,38.8,승인,0
T002150,U0070,2026-03-06 17:22:00,2026-03-06,17,4,17700,카페,간편결제,iOS,부산,0,0,1,0.521,28.5,승인,0
T002151,U0112,2026-01-27 15:18:00,2026-01-27,15,1,39600,온라인쇼핑,신용카드,Web,광주,0,0,1,0.112,15.6,승인,0
T002152,U0033,2026-01-20 21:56:00,2026-01-20,21,1,67600,온라인쇼핑,계좌이체,Android,서울,0,0,0,0.029,11.4,승인,0
T002153,U0309,2026-05-24 07:25:00,2026-05-24,7,6,52800,교육,간편결제,Android,서울,0,0,0,0.256,20.2,승인,0
T002154,U0143,2026-04-05 09:54:00,2026-04-05,9,6,255500,구독,간편결제,Web,대구,0,0,2,0.295,19.3,승인,0
T002155,U0243,2026-02-03 00:53:00,2026-02-03,0,1,179300,송금,신용카드,iOS,부산,0,0,4,0.028,41.2,승인,0
T002156,U0359,2026-01-08 03:00:00,2026-01-08,3,3,20100,카페,체크카드,Android,해외,0,0,0,0.127,24.0,승인,0
T002157,U0142,2026-05-16 10:57:00,2026-05-16,10,5,783500,대출상환,해외결제,ATM,부산,0,0,2,0.301,13.6,승인,0
T002158,U0131,2026-05-06 06:18:00,2026-05-06,6,2,26300,병원,신용카드,ATM,대구,1,0,0,0.147,25.4,승인,0
T002159,U0187,2026-01-11 07:08:00,2026-01-11,7,6,315600,투자,체크카드,Web,대전,0,0,0,0.171,10.4,승인,0
T002160,U0079,2026-02-08 00:40:00,2026-02-08,0,6,107000,대출상환,체크카드,Web,서울,0,0,0,0.219,24.7,승인,0
T002161,U0260,2026-01-10 07:37:00,2026-01-10,7,5,260100,온라인쇼핑,계좌이체,Android,광주,0,0,0,0.042,13.3,승인,0
T002162,U0229,2026-03-17 21:43:00,2026-03-17,21,1,152800,카페,신용카드,Android,대전,0,0,0,0.143,6.2,승인,0
T002163,U0237,2026-02-11 11:06:00,2026-02-11,11,2,25100,온라인쇼핑,체크카드,Android,서울,0,0,1,0.084,6.7,승인,0
T002164,U0094,2026-02-17 20:02:00,2026-02-17,20,1,25200,교육,신용카드,iOS,광주,1,0,0,0.114,25.6,승인,0
T002165,U0300,2026-05-12 10:08:00,2026-05-12,10,1,48700,카페,체크카드,ATM,부산,0,0,1,0.082,3.3,승인,0
T002166,U0010,2026-05-23 17:57:00,2026-05-23,17,5,302100,교육,해외결제,ATM,서울,0,0,0,0.074,10.9,거절,0
T002167,U0135,2026-04-25 21:22:00,2026-04-25,21,5,1112600,대출상환,해외결제,iOS,해외,0,0,0,0.195,11.6,승인,0
T002168,U0142,2026-04-11 11:08:00,2026-04-11,11,5,107400,편의점,간편결제,Web,부산,0,0,0,0.085,6.3,승인,0
T002169,U0332,2026-02-05 20:00:00,2026-02-05,20,3,190600,해외결제,해외결제,ATM,해외,0,1,0,0.297,35.1,승인,0
T002170,U0181,2026-01-25 18:23:00,2026-01-25,18,6,26600,편의점,체크카드,ATM,서울,1,0,0,0.658,50.8,승인,0
T002171,U0029,2026-05-11 18:00:00,2026-05-11,18,0,20300,편의점,간편결제,iOS,대구,0,0,0,0.133,6.9,승인,0
T002172,U0175,2026-03-15 16:13:00,2026-03-15,16,6,105500,구독,신용카드,Android,해외,0,0,0,0.244,11.4,승인,0
T002173,U0143,2026-04-17 05:13:00,2026-04-17,5,4,60600,온라인쇼핑,해외결제,iOS,경기,0,0,0,0.547,36.3,승인,0
T002174,U0268,2026-04-28 21:26:00,2026-04-28,21,1,172400,교육,신용카드,ATM,해외,0,1,0,0.144,31.8,보류,0
T002175,U0109,2026-01-03 13:02:00,2026-01-03,13,5,95300,병원,간편결제,Android,대구,1,0,0,0.076,23.4,승인,0
T002176,U0394,2026-04-27 14:06:00,2026-04-27,14,0,13400,병원,간편결제,Web,대구,1,0,0,0.193,24.7,승인,0
T002177,U0017,2026-03-28 14:36:00,2026-03-28,14,5,110300,구독,계좌이체,Android,서울,0,0,0,0.345,13.8,승인,0
T002178,U0013,2026-01-28 18:43:00,2026-01-28,18,2,534000,해외결제,신용카드,Web,해외,0,1,1,0.815,54.1,승인,0
T002179,U0378,2026-01-22 07:10:00,2026-01-22,7,3,113300,카페,계좌이체,Android,광주,0,0,0,0.143,15.1,승인,0
T002180,U0255,2026-03-05 16:48:00,2026-03-05,16,3,84400,카페,해외결제,ATM,경기,0,0,0,0.195,18.8,승인,0
T002181,U0208,2026-02-11 12:39:00,2026-02-11,12,2,468900,투자,계좌이체,ATM,서울,0,0,0,0.202,11.2,보류,0
T002182,U0155,2026-05-11 12:57:00,2026-05-11,12,0,418700,송금,계좌이체,ATM,경기,0,0,0,0.547,29.5,승인,0
T002183,U0011,2026-03-14 09:29:00,2026-03-14,9,5,248700,구독,신용카드,iOS,대전,0,0,0,0.177,7.1,승인,0
T002184,U0226,2026-05-18 16:54:00,2026-05-18,16,0,60400,온라인쇼핑,체크카드,iOS,부산,0,0,0,0.37,22.6,승인,0
T002185,U0149,2026-04-18 06:35:00,2026-04-18,6,5,358300,해외결제,계좌이체,iOS,해외,0,1,0,0.425,43.9,승인,0
T002186,U0381,2026-04-09 18:23:00,2026-04-09,18,3,132400,구독,계좌이체,ATM,서울,0,0,0,0.032,6.4,승인,0
T002187,U0284,2026-05-12 18:24:00,2026-05-12,18,1,41300,구독,해외결제,Android,경기,0,0,0,0.083,5.2,추가인증,0
T002188,U0351,2026-01-25 17:39:00,2026-01-25,17,6,117500,구독,신용카드,ATM,경기,0,0,3,0.194,33.8,승인,0
T002189,U0015,2026-02-03 07:03:00,2026-02-03,7,1,24600,병원,해외결제,iOS,해외,0,0,1,0.193,8.4,승인,0
T002190,U0155,2026-05-19 20:17:00,2026-05-19,20,1,77800,교육,신용카드,ATM,경기,0,0,0,0.403,25.2,승인,0
T002191,U0084,2026-03-18 18:31:00,2026-03-18,18,2,1254500,투자,해외결제,iOS,대구,0,0,0,0.092,6.5,승인,0
T002192,U0344,2026-02-15 07:33:00,2026-02-15,7,6,73400,교통,신용카드,Android,서울,0,0,0,0.387,17.0,추가인증,0
T002193,U0012,2026-05-29 18:47:00,2026-05-29,18,4,46600,카페,간편결제,iOS,해외,0,0,0,0.417,15.2,승인,0
T002194,U0273,2026-05-12 14:53:00,2026-05-12,14,1,82100,교육,계좌이체,Web,부산,0,0,0,0.219,17.9,승인,0
T002195,U0271,2026-01-30 05:29:00,2026-01-30,5,4,431200,대출상환,체크카드,Web,대전,0,0,0,0.175,28.3,승인,0
T002196,U0056,2026-04-01 16:54:00,2026-04-01,16,2,43200,병원,해외결제,Android,부산,0,0,0,0.014,1.0,승인,0
T002197,U0084,2026-03-25 15:19:00,2026-03-25,15,2,149100,구독,간편결제,iOS,서울,0,0,0,0.604,26.7,승인,0
T002198,U0141,2026-01-19 16:50:00,2026-01-19,16,0,24800,편의점,계좌이체,ATM,경기,0,0,0,0.264,11.8,승인,0
