login_id,user_id,login_time,ip_addr,device_id,os_version,country,login_success,is_attack_ip,is_account_takeover
L008143,U0012,2026-05-09 12:13:00,211.14.174.140,DEV-0012-1,Android 14,KR,1,0,0
L008144,U0359,2026-05-09 12:23:00,211.111.204.225,DEV-0359-1,macOS 14,KR,1,0,0
L008145,U0331,2026-05-09 12:49:00,211.132.42.176,DEV-0331-0,Android 13,KR,1,0,0
L008146,U0090,2026-05-09 12:52:00,211.48.97.72,DEV-0090-new,Android 13,KR,1,0,0
L008147,U0187,2026-05-09 12:56:00,211.62.206.175,DEV-0187-0,Android 14,KR,1,0,0
L008148,U0258,2026-05-09 13:00:00,45.19.73.113,BOT-4503,Windows 11,해외,0,1,0
L008149,U0113,2026-05-09 13:18:00,211.114.151.148,DEV-0113-0,Android 13,KR,1,0,0
L008150,U0363,2026-05-09 13:55:00,45.19.73.113,BOT-5560,Android 13,해외,0,1,0
L008151,U0380,2026-05-09 14:46:00,45.19.73.113,BOT-6727,Android 14,해외,0,1,0
L008152,U0374,2026-05-09 14:51:00,211.126.214.57,DEV-0374-0,iOS 16.6,KR,1,0,0
L008153,U0074,2026-05-09 14:53:00,211.245.48.117,DEV-0074-0,iOS 17.4,KR,1,0,0
L008154,U0271,2026-05-09 15:21:00,211.221.77.11,DEV-0271-0,iOS 16.6,KR,1,0,0
L008155,U0358,2026-05-09 15:47:00,211.34.202.146,DEV-0358-new,Windows 11,KR,1,0,0
L008156,U0254,2026-05-09 15:55:00,211.209.22.145,DEV-0254-0,Android 14,KR,1,0,0
L008157,U0080,2026-05-09 15:57:00,211.216.118.219,DEV-0080-1,Windows 11,KR,1,0,0
L008158,U0272,2026-05-09 16:03:00,45.219.140.106,BOT-3499,iOS 17.4,해외,0,1,0
L008159,U0290,2026-05-09 16:32:00,45.19.73.113,BOT-3855,Android 13,해외,0,1,0
L008160,U0400,2026-05-09 16:41:00,211.139.135.36,DEV-0400-1,iOS 16.6,KR,1,0,0
L008161,U0062,2026-05-09 16:54:00,121.89.108.72,DEV-0062-0,Windows 11,KR,1,0,0
L008162,U0373,2026-05-09 16:59:00,45.19.73.113,BOT-7614,macOS 14,해외,0,1,0
L008163,U0170,2026-05-09 17:29:00,211.154.120.60,DEV-0170-0,Windows 11,KR,1,0,0
L008164,U0310,2026-05-09 17:34:00,121.139.249.236,DEV-0310-0,Android 13,KR,1,0,0
L008165,U0155,2026-05-09 17:40:00,45.219.140.106,BOT-1173,Android 14,해외,0,1,0
L008166,U0361,2026-05-09 18:17:00,45.19.73.113,BOT-5890,Android 14,해외,0,1,0
L008167,U0337,2026-05-09 18:32:00,211.159.16.186,DEV-0337-0,Windows 11,KR,1,0,0
L008168,U0245,2026-05-09 18:33:00,45.19.73.113,BOT-3833,Windows 11,해외,0,1,0
L008169,U0318,2026-05-09 18:47:00,211.167.107.32,DEV-0318-0,Android 13,KR,1,0,0
L008170,U0099,2026-05-09 18:55:00,45.19.73.113,BOT-6680,macOS 14,해외,0,1,0
L008171,U0397,2026-05-09 19:05:00,121.178.133.152,DEV-0397-0,iOS 16.6,KR,1,0,0
L008172,U0126,2026-05-09 19:20:00,211.236.93.52,DEV-0126-0,iOS 17.4,KR,1,0,0
L008173,U0103,2026-05-09 19:58:00,45.19.73.113,BOT-7858,Android 14,해외,0,1,0
L008174,U0120,2026-05-09 21:38:00,45.19.73.113,BOT-4724,macOS 14,해외,0,1,0
L008175,U0360,2026-05-09 21:48:00,211.46.24.36,DEV-0360-0,Windows 11,KR,1,0,0
L008176,U0152,2026-05-09 22:03:00,45.19.73.113,BOT-1130,macOS 14,해외,0,1,0
L008177,U0063,2026-05-09 22:08:00,211.99.56.157,DEV-0063-0,Android 13,KR,1,0,0
L008178,U0152,2026-05-09 22:34:00,211.80.26.238,DEV-0152-0,Windows 11,해외,1,0,0
L008179,U0103,2026-05-09 23:24:00,45.19.73.113,BOT-4818,iOS 17.4,해외,0,1,0
L008180,U0266,2026-05-10 00:45:00,45.19.73.113,BOT-5023,iOS 17.4,해외,0,1,0
L008181,U0290,2026-05-10 01:32:00,45.19.73.113,BOT-8413,Windows 11,해외,0,1,0
L008182,U0061,2026-05-10 01:36:00,211.132.224.111,DEV-0061-0,Windows 11,KR,1,0,0
L008183,U0258,2026-05-10 01:48:00,45.19.73.113,BOT-9039,iOS 17.4,해외,0,1,0
L008184,U0001,2026-05-10 02:03:00,45.57.251.59,BOT-3039,iOS 16.6,해외,0,1,0
L008185,U0332,2026-05-10 06:01:00,211.47.28.208,DEV-0332-0,iOS 17.4,KR,1,0,0
L008186,U0334,2026-05-10 06:31:00,211.25.182.32,DEV-0334-0,Android 13,KR,1,0,0
L008187,U0155,2026-05-10 07:29:00,45.219.140.106,BOT-9273,Android 13,해외,0,1,0
L008188,U0289,2026-05-10 08:33:00,121.55.48.142,DEV-0289-0,Android 13,KR,1,0,0
L008189,U0152,2026-05-10 09:14:00,211.80.26.238,DEV-0152-0,Windows 11,KR,1,0,0
L008190,U0204,2026-05-10 09:37:00,121.215.55.65,DEV-0204-0,iOS 17.4,KR,1,0,0
L008191,U0174,2026-05-10 10:40:00,211.183.43.51,DEV-0174-0,iOS 17.4,KR,1,0,0
L008192,U0192,2026-05-10 11:58:00,211.240.49.249,DEV-0192-1,Android 14,KR,1,0,0
L008193,U0049,2026-05-10 12:03:00,211.126.29.197,DEV-0049-1,iOS 16.6,KR,1,0,0
L008194,U0318,2026-05-10 12:35:00,211.167.107.32,DEV-0318-0,Android 13,KR,1,0,0
L008195,U0351,2026-05-10 12:40:00,121.41.60.64,DEV-0351-0,Android 13,KR,1,0,0
L008196,U0371,2026-05-10 12:54:00,211.102.255.200,DEV-0371-0,macOS 14,KR,1,0,0
L008197,U0187,2026-05-10 13:11:00,211.62.206.175,DEV-0187-new,iOS 17.4,KR,1,0,0
L008198,U0197,2026-05-10 13:11:00,45.169.230.94,BOT-5192,Android 14,해외,0,1,0
L008199,U0272,2026-05-10 13:13:00,45.219.140.106,BOT-6271,Windows 11,해외,0,1,0
L008200,U0274,2026-05-10 13:14:00,211.149.99.186,DEV-0274-0,iOS 17.4,해외,1,0,0
L008201,U0200,2026-05-10 13:41:00,121.231.194.102,DEV-0200-0,iOS 16.6,KR,1,0,0
L008202,U0266,2026-05-10 14:18:00,211.85.24.8,DEV-0266-0,iOS 16.6,KR,1,0,0
L008203,U0025,2026-05-10 14:31:00,211.179.6.24,DEV-0025-0,Windows 11,KR,1,0,0
L008204,U0152,2026-05-10 14:47:00,211.80.26.238,DEV-0152-0,Windows 11,KR,1,0,0
L008205,U0161,2026-05-10 15:14:00,211.95.163.96,DEV-0161-0,iOS 17.4,KR,1,0,0
L008206,U0222,2026-05-10 16:23:00,211.72.138.57,DEV-0222-0,Android 13,KR,1,0,0
L008207,U0269,2026-05-10 16:32:00,211.174.242.193,DEV-0269-0,iOS 16.6,KR,1,0,0
L008208,U0033,2026-05-10 16:38:00,211.106.41.104,DEV-0033-0,macOS 14,KR,1,0,0
L008209,U0030,2026-05-10 16:50:00,211.163.55.170,DEV-0030-0,Android 13,KR,1,0,0
L008210,U0197,2026-05-10 17:00:00,45.169.230.94,BOT-3203,Android 14,해외,0,1,0
L008211,U0139,2026-05-10 17:20:00,211.149.131.128,DEV-0139-0,Windows 11,KR,1,0,0
L008212,U0163,2026-05-10 17:22:00,121.211.200.110,DEV-0163-1,iOS 17.4,KR,1,0,0
L008213,U0075,2026-05-10 17:29:00,211.93.211.28,DEV-0075-0,iOS 16.6,KR,1,0,0
L008214,U0141,2026-05-10 17:37:00,211.124.112.152,DEV-0141-0,iOS 16.6,KR,1,0,0
L008215,U0001,2026-05-10 17:45:00,45.57.251.59,BOT-5801,Android 14,해외,0,1,0
L008216,U0348,2026-05-10 17:51:00,45.57.251.59,BOT-3803,Android 14,해외,0,1,0
L008217,U0101,2026-05-10 18:11:00,211.56.141.235,DEV-0101-0,iOS 16.6,KR,1,0,0
L008218,U0273,2026-05-10 18:41:00,211.104.105.67,DEV-0273-0,iOS 16.6,KR,1,0,0
L008219,U0112,2026-05-10 18:51:00,211.53.8.30,DEV-0112-0,macOS 14,KR,1,0,0
L008220,U0346,2026-05-10 19:39:00,121.161.211.13,DEV-0346-0,iOS 17.4,KR,1,0,0
L008221,U0118,2026-05-10 19:53:00,211.167.100.142,DEV-0118-0,iOS 16.6,KR,1,0,0
L008222,U0080,2026-05-10 19:58:00,211.216.118.219,DEV-0080-1,Windows 11,KR,1,0,0
L008223,U0146,2026-05-10 20:01:00,45.169.230.94,BOT-8418,Windows 11,해외,0,1,0
L008224,U0033,2026-05-10 20:03:00,121.139.249.236,DEV-0033-0,macOS 14,KR,1,0,0
L008225,U0332,2026-05-10 20:10:00,121.172.48.189,DEV-0332-0,iOS 17.4,KR,1,0,0
L008226,U0104,2026-05-10 20:20:00,211.80.179.35,DEV-0104-0,macOS 14,KR,1,0,0
L008227,U0348,2026-05-10 20:22:00,211.72.76.199,DEV-0348-0,Android 14,KR,1,0,0
L008228,U0289,2026-05-10 20:23:00,211.86.156.95,DEV-0289-0,Android 13,KR,1,0,0
L008229,U0259,2026-05-10 20:24:00,121.161.211.13,DEV-0259-0,Android 14,KR,1,0,0
L008230,U0306,2026-05-10 20:28:00,211.151.28.79,DEV-0306-1,iOS 17.4,KR,1,0,0
L008231,U0169,2026-05-10 20:45:00,121.153.14.30,DEV-0169-0,Windows 11,KR,1,0,0
L008232,U0142,2026-05-10 21:01:00,121.122.6.3,DEV-0142-0,Android 14,KR,1,0,0
L008233,U0133,2026-05-10 21:03:00,211.70.15.38,DEV-0133-0,Android 13,KR,1,0,0
L008234,U0301,2026-05-10 21:45:00,211.175.255.163,DEV-0301-new,iOS 17.4,KR,1,0,0
L008235,U0290,2026-05-10 21:47:00,121.139.249.236,DEV-0290-0,iOS 17.4,KR,1,0,0
L008236,U0331,2026-05-10 21:59:00,211.132.42.176,DEV-0331-0,Android 13,KR,1,0,0
L008237,U0073,2026-05-10 22:07:00,211.222.104.159,DEV-0073-0,iOS 17.4,KR,1,0,0
L008238,U0017,2026-05-10 22:28:00,45.102.176.217,BOT-5024,iOS 17.4,해외,0,1,0
L008239,U0362,2026-05-10 23:03:00,211.230.238.165,DEV-0362-0,Android 13,KR,1,0,0
L008240,U0154,2026-05-10 23:06:00,211.170.27.241,DEV-0154-0,Windows 11,KR,1,0,0
L008241,U0181,2026-05-10 23:31:00,121.200.122.73,DEV-0181-0,Android 13,KR,1,0,0
L008242,U0272,2026-05-10 23:44:00,45.219.140.106,BOT-7261,Android 14,해외,0,1,0
L008243,U0170,2026-05-10 23:47:00,211.154.120.60,DEV-0170-0,Windows 11,KR,1,0,0
L008244,U0189,2026-05-11 00:58:00,45.93.57.60,BOT-3309,iOS 16.6,해외,0,1,0
L008245,U0207,2026-05-11 02:30:00,211.92.54.234,DEV-0207-0,iOS 16.6,KR,1,0,0
L008246,U0021,2026-05-11 03:10:00,45.83.146.60,BOT-8330,Android 14,해외,0,1,0
L008247,U0085,2026-05-11 04:49:00,45.83.146.60,BOT-9050,macOS 14,해외,0,1,0
L008248,U0138,2026-05-11 06:13:00,45.243.129.102,BOT-6550,Android 14,해외,0,1,0
L008249,U0003,2026-05-11 06:15:00,45.93.57.60,BOT-2691,iOS 16.6,해외,0,1,0
L008250,U0017,2026-05-11 06:56:00,45.102.176.217,BOT-1309,Android 13,해외,0,1,0
L008251,U0246,2026-05-11 08:17:00,211.50.111.87,DEV-0246-1,macOS 14,KR,1,0,0
L008252,U0333,2026-05-11 08:53:00,45.121.196.3,BOT-8343,Windows 11,해외,0,1,0
L008253,U0099,2026-05-11 09:16:00,211.27.234.13,DEV-0099-1,iOS 16.6,KR,1,0,0
L008254,U0032,2026-05-11 09:17:00,211.27.9.44,DEV-0032-0,macOS 14,KR,1,0,0
L008255,U0168,2026-05-11 09:22:00,211.30.41.140,DEV-0168-0,Android 13,KR,1,0,0
L008256,U0146,2026-05-11 09:35:00,45.169.230.94,BOT-2480,iOS 16.6,해외,0,1,0
L008257,U0021,2026-05-11 09:38:00,45.83.146.60,BOT-7795,macOS 14,해외,0,1,0
L008258,U0279,2026-05-11 09:50:00,211.196.190.67,DEV-0279-0,Android 13,KR,1,0,0
L008259,U0166,2026-05-11 10:33:00,211.95.36.22,DEV-0166-1,Android 14,KR,1,0,0
L008260,U0257,2026-05-11 10:34:00,45.121.196.3,BOT-8502,Android 13,해외,0,1,0
L008261,U0258,2026-05-11 11:16:00,45.102.176.217,BOT-4186,iOS 16.6,해외,0,1,0
L008262,U0077,2026-05-11 11:18:00,211.186.126.228,DEV-0077-0,Windows 11,KR,1,0,0
L008263,U0028,2026-05-11 11:27:00,211.91.186.151,DEV-0028-0,macOS 14,KR,1,0,0
L008264,U0085,2026-05-11 11:30:00,45.83.146.60,BOT-2415,macOS 14,해외,0,1,0
L008265,U0326,2026-05-11 11:40:00,45.169.230.94,BOT-4339,Windows 11,해외,0,1,0
L008266,U0168,2026-05-11 11:49:00,121.211.200.110,DEV-0168-0,Android 13,KR,1,0,0
L008267,U0367,2026-05-11 11:56:00,211.21.154.116,DEV-0367-0,iOS 16.6,KR,1,0,0
L008268,U0298,2026-05-11 12:03:00,211.152.102.5,DEV-0298-0,macOS 14,KR,1,0,0
L008269,U0257,2026-05-11 12:45:00,45.121.196.3,BOT-7215,iOS 17.4,해외,0,1,0
L008270,U0255,2026-05-11 13:00:00,211.220.133.170,DEV-0255-0,Android 13,KR,1,0,0
L008271,U0354,2026-05-11 13:03:00,211.121.241.218,DEV-0354-0,iOS 16.6,KR,0,0,0
L008272,U0341,2026-05-11 13:15:00,211.112.41.87,DEV-0341-0,Windows 11,KR,1,0,0
L008273,U0262,2026-05-11 13:28:00,211.19.21.216,DEV-0262-0,iOS 16.6,KR,1,0,0
L008274,U0068,2026-05-11 13:38:00,121.178.133.152,DEV-0068-0,iOS 16.6,KR,1,0,0
L008275,U0205,2026-05-11 13:40:00,45.93.57.60,BOT-9930,Android 14,해외,0,1,0
L008276,U0003,2026-05-11 13:54:00,45.93.57.60,BOT-9930,Windows 11,해외,0,1,0
L008277,U0070,2026-05-11 14:01:00,211.196.42.38,DEV-0070-0,macOS 14,KR,1,0,0
L008278,U0205,2026-05-11 14:10:00,45.93.57.60,BOT-5676,macOS 14,해외,0,1,0
L008279,U0080,2026-05-11 14:15:00,211.216.118.219,DEV-0080-0,iOS 17.4,KR,1,0,0
L008280,U0198,2026-05-11 14:32:00,211.9.39.161,DEV-0198-new,iOS 17.4,KR,1,0,0
L008281,U0189,2026-05-11 14:36:00,211.193.37.34,DEV-0189-0,macOS 14,KR,1,0,0
L008282,U0367,2026-05-11 14:41:00,121.96.168.19,DEV-0367-0,iOS 16.6,KR,1,0,0
L008283,U0338,2026-05-11 14:42:00,211.31.12.155,DEV-0338-0,iOS 16.6,KR,1,0,0
L008284,U0138,2026-05-11 14:43:00,211.39.254.146,DEV-0138-1,Windows 11,KR,1,0,0
L008285,U0218,2026-05-11 15:01:00,211.30.105.109,DEV-0218-0,Android 14,KR,1,0,0
L008286,U0300,2026-05-11 15:04:00,211.140.95.78,DEV-0300-0,iOS 16.6,KR,1,0,0
L008287,U0258,2026-05-11 15:30:00,45.102.176.217,BOT-8277,Windows 11,해외,0,1,0
L008288,U0050,2026-05-11 15:35:00,211.49.119.55,DEV-0050-0,Android 13,KR,1,0,0
L008289,U0257,2026-05-11 16:04:00,45.121.196.3,BOT-5028,Windows 11,해외,0,1,0
L008290,U0026,2026-05-11 16:23:00,211.16.19.53,DEV-0026-0,Windows 11,KR,1,0,0
L008291,U0238,2026-05-11 16:23:00,211.160.229.130,DEV-0238-1,Windows 11,KR,1,0,0
L008292,U0100,2026-05-11 17:01:00,211.203.59.65,DEV-0100-1,Android 13,KR,1,0,0
L008293,U0258,2026-05-11 17:02:00,45.102.176.217,BOT-1441,iOS 16.6,해외,0,1,0
L008294,U0101,2026-05-11 17:11:00,211.56.141.235,DEV-0101-0,iOS 16.6,KR,1,0,0
L008295,U0331,2026-05-11 17:13:00,121.56.200.100,DEV-0331-0,Android 13,KR,1,0,0
L008296,U0139,2026-05-11 18:15:00,211.149.131.128,DEV-0139-0,Windows 11,KR,1,0,0
L008297,U0108,2026-05-11 19:06:00,211.95.62.16,DEV-0108-0,iOS 17.4,KR,1,0,0
L008298,U0129,2026-05-11 19:28:00,211.144.64.213,DEV-0129-0,macOS 14,KR,1,0,0
L008299,U0326,2026-05-11 19:44:00,45.169.230.94,BOT-9862,iOS 17.4,해외,0,1,0
L008300,U0021,2026-05-11 19:53:00,45.83.146.60,BOT-4825,iOS 16.6,해외,0,1,0
L008301,U0026,2026-05-11 19:54:00,211.16.19.53,DEV-0026-new,iOS 16.6,KR,1,0,0
L008302,U0307,2026-05-11 19:59:00,211.24.110.230,DEV-0307-0,Windows 11,KR,1,0,0
L008303,U0008,2026-05-11 20:05:00,211.44.47.37,DEV-0008-0,Windows 11,KR,1,0,0
L008304,U0034,2026-05-11 20:08:00,211.12.132.146,DEV-0034-0,macOS 14,KR,1,0,0
L008305,U0302,2026-05-11 21:08:00,211.143.12.50,DEV-0302-0,iOS 16.6,KR,1,0,0
L008306,U0056,2026-05-11 21:36:00,211.88.95.119,DEV-0056-0,Android 13,KR,1,0,0
L008307,U0130,2026-05-11 21:50:00,211.86.189.43,DEV-0130-0,iOS 17.4,KR,1,0,0
L008308,U0326,2026-05-11 22:19:00,45.169.230.94,BOT-8476,macOS 14,해외,0,1,0
L008309,U0273,2026-05-11 22:40:00,211.104.105.67,DEV-0273-0,iOS 16.6,KR,1,0,0
L008310,U0144,2026-05-11 22:58:00,121.172.48.189,DEV-0144-0,Android 13,KR,1,0,0
L008311,U0336,2026-05-11 23:21:00,121.31.185.2,DEV-0336-0,Android 14,KR,1,0,0
L008312,U0205,2026-05-11 23:51:00,45.93.57.60,BOT-4332,iOS 16.6,해외,0,1,0
L008313,U0171,2026-05-12 00:14:00,211.123.221.121,DEV-0171-0,Windows 11,KR,1,0,0
L008314,U0138,2026-05-12 01:00:00,45.243.129.102,BOT-7737,macOS 14,해외,0,1,0
L008315,U0337,2026-05-12 01:09:00,45.121.196.3,BOT-6150,macOS 14,해외,0,1,0
L008316,U0333,2026-05-12 02:49:00,45.121.196.3,BOT-1953,macOS 14,해외,0,1,0
L008317,U0068,2026-05-12 02:58:00,45.93.57.60,BOT-8107,Android 13,해외,0,1,0
L008318,U0247,2026-05-12 03:32:00,45.93.57.60,BOT-5401,Android 13,해외,0,1,0
L008319,U0111,2026-05-12 03:41:00,211.183.109.113,DEV-0111-0,iOS 17.4,해외,1,0,0
L008320,U0082,2026-05-12 05:38:00,45.243.129.102,BOT-2432,macOS 14,해외,0,1,0
L008321,U0257,2026-05-12 05:44:00,45.144.251.16,BOT-9129,Windows 11,해외,0,1,0
L008322,U0070,2026-05-12 06:31:00,211.196.42.38,DEV-0070-0,macOS 14,KR,1,0,0
L008323,U0219,2026-05-12 06:38:00,211.1.34.201,DEV-0219-new,iOS 17.4,KR,1,0,0
L008324,U0003,2026-05-12 07:16:00,121.96.168.19,DEV-0003-0,iOS 16.6,KR,1,0,0
L008325,U0362,2026-05-12 07:54:00,211.230.238.165,DEV-0362-0,Android 13,KR,1,0,0
L008326,U0094,2026-05-12 08:02:00,45.144.251.16,BOT-8153,Windows 11,해외,0,1,0
L008327,U0043,2026-05-12 08:05:00,211.155.39.253,DEV-0043-1,Android 14,KR,1,0,0
L008328,U0267,2026-05-12 08:30:00,211.70.127.232,DEV-0267-0,Windows 11,KR,0,0,0
L008329,U0328,2026-05-12 08:40:00,211.152.225.114,DEV-0328-0,Android 14,해외,1,0,0
L008330,U0269,2026-05-12 08:42:00,211.174.242.193,DEV-0269-1,Android 13,KR,1,0,0
L008331,U0336,2026-05-12 09:18:00,211.56.80.229,DEV-0336-0,Android 14,KR,1,0,0
L008332,U0125,2026-05-12 09:53:00,121.30.133.147,DEV-0125-1,Android 14,KR,1,0,0
L008333,U0337,2026-05-12 10:14:00,45.121.196.3,BOT-1138,iOS 16.6,해외,0,1,0
L008334,U0124,2026-05-12 10:29:00,211.240.165.168,DEV-0124-0,Android 13,KR,1,0,0
L008335,U0259,2026-05-12 11:19:00,211.41.91.188,DEV-0259-0,Android 14,KR,1,0,0
L008336,U0388,2026-05-12 12:47:00,211.30.142.117,DEV-0388-0,iOS 16.6,KR,1,0,0
L008337,U0255,2026-05-12 13:03:00,211.220.133.170,DEV-0255-1,Windows 11,KR,1,0,0
L008338,U0073,2026-05-12 13:11:00,211.222.104.159,DEV-0073-0,iOS 17.4,KR,1,0,0
L008339,U0389,2026-05-12 13:48:00,211.49.125.145,DEV-0389-0,Android 13,KR,1,0,0
L008340,U0178,2026-05-12 13:48:00,211.71.39.230,DEV-0178-0,iOS 16.6,KR,1,0,0
L008341,U0094,2026-05-12 13:54:00,45.144.251.16,BOT-3287,iOS 17.4,해외,0,1,0
L008342,U0058,2026-05-12 14:06:00,211.218.209.102,DEV-0058-0,iOS 17.4,KR,1,0,0
L008343,U0261,2026-05-12 14:37:00,121.30.133.147,DEV-0261-0,macOS 14,KR,1,0,0
L008344,U0015,2026-05-12 15:19:00,211.195.163.41,DEV-0015-0,Android 14,KR,1,0,0
L008345,U0119,2026-05-12 15:39:00,211.234.207.31,DEV-0119-0,Windows 11,KR,1,0,0
L008346,U0070,2026-05-12 16:05:00,211.196.42.38,DEV-0070-0,macOS 14,KR,1,0,0
L008347,U0257,2026-05-12 16:08:00,45.144.251.16,BOT-2958,Windows 11,해외,0,1,0
L008348,U0334,2026-05-12 16:12:00,211.25.182.32,DEV-0334-0,Android 13,KR,1,0,0
L008349,U0101,2026-05-12 16:14:00,211.56.141.235,DEV-0101-0,iOS 16.6,KR,1,0,0
L008350,U0094,2026-05-12 16:24:00,45.144.251.16,BOT-8759,Windows 11,해외,0,1,0
L008351,U0220,2026-05-12 16:44:00,211.23.125.254,DEV-0220-new,macOS 14,KR,1,0,0
L008352,U0134,2026-05-12 16:49:00,211.218.175.182,DEV-0134-0,iOS 16.6,KR,1,0,0
L008353,U0293,2026-05-12 17:56:00,211.161.6.20,DEV-0293-new,iOS 16.6,KR,1,0,0
L008354,U0186,2026-05-12 17:58:00,211.189.250.1,DEV-0186-1,Windows 11,KR,1,0,0
L008355,U0241,2026-05-12 18:11:00,211.167.24.66,DEV-0241-0,macOS 14,KR,1,0,0
L008356,U0082,2026-05-12 18:25:00,45.243.129.102,BOT-7256,Windows 11,해외,0,1,0
L008357,U0247,2026-05-12 19:09:00,211.50.212.87,DEV-0247-0,Windows 11,KR,1,0,0
L008358,U0137,2026-05-12 19:55:00,211.223.67.133,DEV-0137-0,iOS 16.6,KR,1,0,0
L008359,U0274,2026-05-12 20:22:00,211.149.99.186,DEV-0274-0,iOS 17.4,KR,1,0,0
L008360,U0255,2026-05-12 20:52:00,211.220.133.170,DEV-0255-1,Windows 11,KR,1,0,0
L008361,U0247,2026-05-12 21:01:00,45.93.57.60,BOT-6400,iOS 16.6,해외,0,1,0
L008362,U0026,2026-05-12 21:05:00,211.16.19.53,DEV-0026-0,Windows 11,KR,1,0,0
L008363,U0154,2026-05-12 21:21:00,211.170.27.241,DEV-0154-new,iOS 17.4,KR,1,0,0
L008364,U0337,2026-05-12 21:34:00,45.121.196.3,BOT-5506,iOS 17.4,해외,0,1,0
L008365,U0082,2026-05-12 21:57:00,45.243.129.102,BOT-4712,iOS 17.4,해외,0,1,0
L008366,U0257,2026-05-12 22:24:00,45.144.251.16,BOT-4615,macOS 14,해외,0,1,0
L008367,U0041,2026-05-12 22:58:00,211.43.223.64,DEV-0041-0,Android 14,KR,1,0,0
L008368,U0225,2026-05-12 23:02:00,211.53.93.194,DEV-0225-0,iOS 17.4,KR,1,0,0
L008369,U0258,2026-05-12 23:39:00,211.211.239.132,DEV-0258-new,macOS 14,KR,1,0,0
L008370,U0201,2026-05-12 23:44:00,211.130.246.62,DEV-0201-0,iOS 16.6,KR,1,0,0
L008371,U0367,2026-05-12 23:46:00,211.21.154.116,DEV-0367-0,iOS 16.6,KR,1,0,0
L008372,U0062,2026-05-12 23:48:00,211.103.127.45,DEV-0062-0,Windows 11,KR,1,0,0
L008373,U0333,2026-05-13 01:10:00,45.121.196.3,BOT-4181,macOS 14,해외,0,1,0
L008374,U0380,2026-05-13 05:04:00,45.55.170.118,BOT-1484,Windows 11,해외,0,1,0
L008375,U0028,2026-05-13 05:38:00,211.91.186.151,DEV-0028-0,macOS 14,KR,1,0,0
L008376,U0139,2026-05-13 06:46:00,211.149.131.128,DEV-0139-0,Windows 11,KR,1,0,0
L008377,U0137,2026-05-13 06:46:00,211.223.67.133,DEV-0137-0,iOS 16.6,KR,1,0,0
L008378,U0091,2026-05-13 07:02:00,211.102.67.178,DEV-0091-0,Android 14,KR,1,0,0
L008379,U0240,2026-05-13 07:04:00,211.21.168.227,DEV-0240-0,Android 13,KR,1,0,0
L008380,U0336,2026-05-13 07:11:00,211.56.80.229,DEV-0336-0,Android 14,KR,1,0,0
L008381,U0312,2026-05-13 07:29:00,211.118.93.113,DEV-0312-0,macOS 14,KR,1,0,0
L008382,U0391,2026-05-13 07:35:00,211.103.16.13,DEV-0391-1,iOS 17.4,KR,1,0,0
L008383,U0034,2026-05-13 07:42:00,211.12.132.146,DEV-0034-0,macOS 14,KR,1,0,0
L008384,U0062,2026-05-13 07:54:00,211.103.127.45,DEV-0062-0,Windows 11,KR,1,0,0
L008385,U0222,2026-05-13 08:21:00,211.72.138.57,DEV-0222-0,Android 13,KR,1,0,0
L008386,U0019,2026-05-13 08:29:00,211.130.25.46,DEV-0019-1,iOS 17.4,KR,1,0,0
L008387,U0078,2026-05-13 08:50:00,121.92.156.115,DEV-0078-0,Android 14,KR,1,0,0
L008388,U0321,2026-05-13 09:04:00,211.16.143.198,DEV-0321-1,macOS 14,KR,1,0,0
L008389,U0253,2026-05-13 09:11:00,121.211.200.110,DEV-0253-0,Android 13,KR,1,0,0
L008390,U0309,2026-05-13 09:17:00,211.51.40.105,DEV-0309-0,iOS 17.4,KR,1,0,0
L008391,U0074,2026-05-13 09:54:00,211.245.48.117,DEV-0074-0,iOS 17.4,KR,1,0,0
L008392,U0368,2026-05-13 10:08:00,211.63.43.145,DEV-0368-0,Android 14,KR,1,0,0
L008393,U0012,2026-05-13 10:13:00,211.14.174.140,DEV-0012-0,Android 13,KR,1,0,0
L008394,U0201,2026-05-13 10:26:00,121.62.54.101,DEV-0201-0,iOS 16.6,KR,1,0,0
L008395,U0020,2026-05-13 10:54:00,211.9.97.34,DEV-0020-0,Windows 11,KR,1,0,0
L008396,U0069,2026-05-13 10:59:00,211.230.200.52,DEV-0069-1,Windows 11,KR,1,0,0
L008397,U0217,2026-05-13 11:34:00,211.247.100.59,DEV-0217-0,macOS 14,KR,1,0,0
L008398,U0399,2026-05-13 11:37:00,211.135.194.69,DEV-0399-new,Windows 11,KR,1,0,0
L008399,U0242,2026-05-13 12:00:00,45.55.170.118,BOT-4770,Android 14,해외,0,1,0
L008400,U0071,2026-05-13 12:34:00,211.251.214.174,DEV-0071-0,Android 13,KR,1,0,0
L008401,U0253,2026-05-13 13:10:00,211.128.169.30,DEV-0253-1,iOS 16.6,KR,1,0,0
L008402,U0307,2026-05-13 13:20:00,211.24.110.230,DEV-0307-0,Windows 11,KR,1,0,0
L008403,U0357,2026-05-13 13:29:00,211.43.223.187,DEV-0357-0,Windows 11,KR,1,0,0
L008404,U0190,2026-05-13 13:30:00,211.180.145.146,DEV-0190-1,Android 14,KR,1,0,0
L008405,U0226,2026-05-13 14:16:00,211.108.129.76,DEV-0226-0,Android 14,KR,1,0,0
L008406,U0068,2026-05-13 14:23:00,211.53.65.208,DEV-0068-0,iOS 16.6,KR,1,0,0
